Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e6_784,valid,3,0.051,2 1,58,39,0.02,0.012,0.015,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_vt_e2_1352,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e4_275,valid,3,0.162,5 3,122,85,0.07,0.035,0.065,0.002,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e7_223_e8_329,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_all,valid,3,0.137,7 5,133,99,0.068,0.034,0.057,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_976,valid,3,0.131,2 1,130,94,0.042,0.042,0.01,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1091_e4_232,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e7_220,valid,3,0.055,2 1,47,28,0.02,0.01,0.02,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e1_956,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e3_47,invalid,2,2.236,12 3,332,272,1.554,0.145,1.925,0.002,0.035
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e7_860,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e5_979,invalid,2,2.255,11 2,324,267,1.595,0.146,1.952,0.002,0.034
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_vt,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e3_180,invalid,0,0.013,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e3_112,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e1_1317,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e1_556,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3,valid,3,0.06,2 1,56,37,0.025,0.013,0.022,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e1_917,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4,valid,3,0.053,2 1,58,39,0.021,0.012,0.015,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e1_956,invalid,2,1.999,11 2,324,267,1.377,0.147,1.697,0.002,0.034
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e2_704_e3_76,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e6_1315,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e3_1060,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e2_142,valid,3,0.162,5 3,122,85,0.07,0.034,0.063,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_1,valid,2,0.009,0,4,0,0,0.001,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e7_1255_e7_12,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e5_846,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e8_747_e8_1041,valid,3,0.087,2 1,91,64,0.029,0.026,0.008,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/cd,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1091_e1_1044,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_3,valid,2,0.039,1,12,4,0.003,0.004,0.016,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_1102_e3_961,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649,valid,2,0.008,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e7_188_e7_743,valid,3,0.22,8 5,165,121,0.098,0.047,0.097,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e3_349,invalid,2,0.28,11 2,269,212,0.141,0.08,0.096,0.001,0.02
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e6_236,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e3_556,valid,3,0.176,1 0,114,96,0.113,0.037,0.096,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_627,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e1_618_e3_303,invalid,1,0.06,3,38,18,0.01,0.014,0.01,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_460_e7_43,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e7_626_e1_305,invalid,1,0.022,0,8,0,0,0.001,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e5_1150,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_190,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987_e3_291,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33,valid,3,0.064,2 1,56,37,0.025,0.012,0.023,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMMER_luke_2_e7_1068_e8_1019,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e2_13,invalid,0,0.01,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e3_931,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2,valid,3,0.07,2 1,54,35,0.031,0.011,0.031,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57,invalid,0,0.01,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e3_287,invalid,2,250.079,22 10,1014,923,220.195,0.94,248.426,0.006,0.141
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e1_152,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_460_e8_1920,valid,3,0.139,2 1,138,102,0.047,0.044,0.013,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e7_1027_e1_1047,valid,3,0.07,3 2,51,29,0.024,0.013,0.029,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_2,valid,3,0.083,4 3,73,50,0.036,0.018,0.033,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e8_491_e7_826,valid,3,0.057,2 1,45,26,0.021,0.01,0.023,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_2,valid,2,0.024,1,14,6,0.003,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e7_1440,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e7_538,valid,2,0.008,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e2_1010,valid,2,0.023,1,13,5,0.002,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMMER_luke_1,invalid,0,0.01,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/cd_e7_621_e7_669,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e7_592_e3_442,invalid,0,0.01,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e2_585,valid,3,0.116,3 2,95,66,0.053,0.027,0.043,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649_e7_709,valid,2,0.008,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e2_617,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e3_163,invalid,0,0.011,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e7_2526,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e3_640,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e1_586,invalid,1,0.024,0,8,0,0,0.002,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987_e1_1115,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_3,valid,3,0.066,4 3,73,50,0.025,0.016,0.02,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e4_164,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e1_1350,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMMER_luke_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e3_11_e1_429,invalid,2,2.021,9 1,270,220,1.405,0.117,1.754,0.001,0.028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e1_856,invalid,1,0.03,0,16,5,0.003,0.004,0.005,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e7_592,valid,3,0.045,2 1,41,22,0.012,0.009,0.011,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e4_1047,valid,2,0.022,1,12,4,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e2_1083,invalid,2,0.328,10 2,216,163,0.17,0.069,0.158,0.002,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_1102_e1_317,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e8_507,valid,2,0.009,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725,valid,2,0.039,1,11,3,0.004,0.007,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e5_882,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244_e3_1071,invalid,2,1.867,9 1,253,203,1.278,0.12,1.609,0.001,0.027
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1,valid,3,0.101,2 1,104,74,0.034,0.031,0.01,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_1,valid,4,0.112,2 1 0,121,92,0.062,0.027,0.047,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e1_919,valid,2,0.037,1,11,3,0.003,0.007,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all,valid,3,0.194,6 4,148,112,0.096,0.04,0.09,0.001,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e1_178,invalid,0,0.013,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e7_223_e7_213,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e2_704_e1_389,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e3_473,invalid,2,0.336,11 3,224,168,0.17,0.073,0.157,0.002,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e8_747_e7_692,invalid,0,0.017,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e7_2526_e7_2736,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e3_661,invalid,2,2.141,9 1,269,219,1.518,0.125,1.871,0.001,0.029
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e2_506,invalid,2,0.245,10 1,260,206,0.12,0.079,0.07,0.001,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2,valid,3,0.176,3 1,196,154,0.067,0.06,0.019,0.001,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1091_e3_522,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e2_968,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_vt_e3_507,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_vt_e7_1059_e8_1111,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244_e1_823,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e2_142_e7_209,valid,3,0.158,8 7,103,60,0.055,0.034,0.056,0.002,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e8_751,valid,3,0.098,2 1,96,66,0.03,0.027,0.009,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e7_1027_e7_359,valid,3,0.06,2 1,49,30,0.024,0.01,0.025,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e7_592_e7_265,valid,3,0.052,2 1,54,35,0.018,0.012,0.015,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e2_695,valid,2,0.024,1,13,5,0.003,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e7_606,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e2_704_e7_810,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e2_704_e2_13,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_1_e7_184_e3_299,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e1_217,invalid,1,0.027,0,8,0,0,0.002,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244_e2_693,invalid,2,0.313,11 3,206,150,0.149,0.068,0.14,0.002,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_893,invalid,2,0.251,10 1,260,206,0.123,0.08,0.073,0.002,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e8_1055,invalid,2,0.323,9 1,210,160,0.166,0.066,0.158,0.001,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987_e2_80,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_1102_e7_1163,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856,valid,3,0.221,8 6,164,122,0.102,0.046,0.099,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e7_578,valid,3,0.254,9 7,175,132,0.136,0.051,0.124,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e4_801,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e7_2044_e7_1287,invalid,0,0.014,N/A,2,0,0,0,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_5_e4_1208_e1_337,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e7_2044,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e7_626,valid,3,0.054,2 1,50,31,0.019,0.01,0.019,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/cd_e7_8,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e2_1394,valid,4,470.173,12 9 4,1049,942,423.351,0.587,469.075,0.006,0.081
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e7_529,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e7_397,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e8_449_e7_353,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e8_118_e3_514,invalid,0,0.012,N/A,2,0,0,0,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e8_118_e7_178,valid,3,0.047,3 2,42,22,0.012,0.009,0.012,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e1_821_e5_911,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e5_991,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e3_11_e5_24,invalid,2,2.233,9 1,269,219,1.512,0.143,1.906,0.002,0.033
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e8_449,valid,3,0.045,3 2,54,34,0.014,0.011,0.009,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e2_1144,valid,2,0.04,1,11,3,0.003,0.007,0.008,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1025,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207,valid,2,0.009,0,4,0,0,0.001,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1091_e2_1317,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_1102_e2_943,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e2_454,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e1_618,invalid,1,0.075,4,45,22,0.015,0.017,0.015,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e7_496,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e8_449_e8_517,valid,3,0.074,7 4,96,61,0.027,0.022,0.014,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e5_999,invalid,0,0.01,N/A,2,0,0,0,0.002,0,0
